pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
217.5379,-56.2512,0.0,bottom,RGB8,,,SK6812-E,SK6812-E,smt
250.8554,-137.2137,0.0,bottom,RGB80,,,SK6812-E,SK6812-E,smt
269.9054,-137.1937,0.0,bottom,RGB81,,,SK6812-E,SK6812-E,smt
288.9554,-137.1937,0.0,bottom,RGB82,,,SK6812-E,SK6812-E,smt
308.0054,-137.2137,0.0,bottom,RGB83,,,SK6812-E,SK6812-E,smt
334.19915,-137.2137,0.0,bottom,RGB84,,,SK6812-E,SK6812-E,smt
365.1754,-137.2137,0.0,bottom,RGB85,,,SK6812-E,SK6812-E,smt
384.2254,-137.2137,0.0,bottom,RGB86,,,SK6812-E,SK6812-E,smt
403.2754,-137.2137,0.0,bottom,RGB87,,,SK6812-E,SK6812-E,smt
50.8504,-156.2637,180.0,bottom,RGB88,,,SK6812-E,SK6812-E,smt
77.04415,-156.2637,180.0,bottom,RGB89,,,SK6812-E,SK6812-E,smt
236.5879,-56.2512,0.0,bottom,RGB9,,,SK6812-E,SK6812-E,smt
100.85665,-156.2637,180.0,bottom,RGB90,,,SK6812-E,SK6812-E,smt
124.66915,-156.2637,180.0,bottom,RGB91,,,SK6812-E,SK6812-E,smt
196.10665,-156.2637,180.0,bottom,RGB92,,,SK6812-E,SK6812-E,smt
267.54415,-156.2637,180.0,bottom,RGB93,,,SK6812-E,SK6812-E,smt
291.35665,-156.2637,180.0,bottom,RGB94,,,SK6812-E,SK6812-E,smt
315.16915,-156.2637,180.0,bottom,RGB95,,,SK6812-E,SK6812-E,smt
338.98165,-156.2637,180.0,bottom,RGB96,,,SK6812-E,SK6812-E,smt
365.1754,-156.2637,180.0,bottom,RGB97,,,SK6812-E,SK6812-E,smt
384.2254,-156.2637,180.0,bottom,RGB98,,,SK6812-E,SK6812-E,smt
403.2754,-156.2637,180.0,bottom,RGB99,,,SK6812-E,SK6812-E,smt
155.8004,-156.6762,180.0,bottom,RST1,,,SW_SPST_TL3342,SW_SPST,smt
96.1879,-43.6262,-90.0,top,SW1,,,RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm,Encoder,tht
52.8574,-62.7074,90.0,bottom,U1,,SC70-5 Texas Instruments,SOT65P210X110-5N,SN74LVC1G17DCKR,smt
229.8994,-151.9282,180.0,bottom,U2,,,LQFP-64_10x10mm_P0.5mm,STM32F411RETx,smt
191.1881,-62.8244,180.0,bottom,U3,,,SOT-23,XC6206PxxxMR-Regulator_Linear,smt
184.2262,-48.916,0.0,bottom,U4,,,SOT-143,PRTR5V0U2X,smt
240.1824,-151.0792,180.0,bottom,Y1,,,Crystal_SMD_3225-4Pin_3.2x2.5mm,16Mhz,smt
